"","V1","V2","V3"
"2896",3,1,1
"2897",18,1,1
"2898",3,1,1
"2899",7,1,1
"2900",19,3,2
"2901",15,1,6
"2902",5,2,1
"2903",15,1,1
"2904",1,1,1
"2905",2,1,1
"2906",7,1,1
"2907",4,1,1
"2908",27,1,1
"2909",18,1,2
"2910",32,5,1
"2911",44,1,1
"2912",12,1,1
"2913",2,1,3
"2914",50,1,1
"2915",14,1,3
"2916",1,1,1
"2917",45,1,1
"2918",3,1,1
"2919",18,1,1
"2920",58,1,1
"2921",1,1,3
"2922",33,1,1
"2923",11,1,1
"2924",1,1,1
"2925",1,1,2
"2926",14,1,1
"2927",1,1,1
"2928",3,1,1
"2929",2,2,1
"2930",12,1,1
"2931",1,1,1
"2932",19,1,1
"2933",13,1,7
"2934",1,1,1
"2935",1,1,1
"2936",13,1,1
"2937",20,1,2
"2938",31,1,1
"2939",3,1,1
"2940",2,1,1
"2941",1,1,1
"2942",2,1,1
"2943",47,1,1
"2944",17,2,1
"2945",8,1,1
"2946",4,1,1
"2947",30,2,1
"2948",14,1,2
"2949",1,1,1
"2950",10,1,2
"2951",3,1,1
"2952",1,1,1
"2953",15,1,0
"2954",12,1,1
"2955",3,2,1
"2956",1,1,1
"2957",2,1,3
"2958",13,1,2
"2959",1,1,1
"2960",3,1,1
"2961",27,1,1
"2962",19,1,2
"2963",2,1,1
"2964",1,2,2
"2965",10,1,1
"2966",3,1,2
"2967",2,1,1
"2968",31,1,1
"2969",1,1,1
"2970",47,1,1
"2971",21,1,2
"2972",8,2,1
"2973",12,1,1
"2974",36,1,1
"2975",2,1,1
"2976",12,1,1
"2977",14,1,1
"2978",2,6,8
"2979",3,1,1
"2980",51,1,4
"2981",45,1,1
"2982",34,1,1
"2983",13,1,5
"2984",74,1,1
"2985",30,1,1
"2986",26,1,2
"2987",47,1,0
"2988",4,2,1
"2989",1,1,1
"2990",21,1,1
"2991",63,1,1
"2992",2,1,1
"2993",16,1,1
"2994",5,1,1
"2995",1,1,1
"2996",1,1,1
"2997",3,1,1
"2998",21,1,1
"2999",3,1,1
"3000",17,1,7
"3001",3,1,1
"3002",1,1,1
"3003",5,1,1
"3004",8,1,2
"3005",2,1,1
"3006",48,1,2
"3007",8,1,1
"3008",2,1,1
"3009",1,1,1
"3010",5,1,2
"3011",11,1,1
"3012",19,1,4
"3013",2,1,2
"3014",44,1,1
"3015",2,1,1
"3016",1,2,2
"3017",4,1,1
"3018",14,1,1
"3019",8,1,2
"3020",42,1,1
"3021",2,1,2
"3022",47,1,1
"3023",18,1,6
"3024",1,1,1
"3025",23,1,2
"3026",7,2,1
"3027",34,2,1
"3028",1,1,1
"3029",8,1,1
"3030",1,1,1
"3031",13,1,1
"3032",31,2,3
"3033",2,1,1
"3034",15,1,1
"3035",21,1,1
"3036",2,2,1
"3037",46,2,1
"3038",7,1,2
"3039",1,1,1
"3040",1,1,1
"3041",7,1,5
"3042",18,1,2
"3043",8,1,1
"3044",7,1,1
"3045",33,1,1
"3046",3,2,1
"3047",27,1,1
"3048",12,1,1
"3049",40,1,1
"3050",25,1,1
"3051",2,1,1
"3052",2,2,4
"3053",83,2,1
"3054",1,1,1
"3055",2,3,1
"3056",5,1,0
"3057",35,1,1
"3058",1,1,1
"3059",32,1,1
"3060",2,1,1
"3061",9,1,0
"3062",26,1,1
"3063",22,1,1
"3064",14,1,1
"3065",2,1,1
"3066",34,1,3
"3067",2,1,1
"3068",4,1,1
"3069",7,1,1
"3070",12,1,2
"3071",24,1,1
"3072",2,2,1
"3073",53,1,1
"3074",5,1,1
"3075",20,1,1
"3076",14,1,1
"3077",1,1,1
"3078",30,1,1
"3079",5,1,1
"3080",2,1,1
"3081",1,1,1
"3082",38,1,1
"3083",15,1,4
"3084",13,1,1
"3085",1,1,1
"3086",35,1,1
"3087",14,1,1
"3088",1,1,1
"3089",21,1,1
"3090",20,1,1
"3091",27,1,2
"3092",3,1,2
"3093",1,1,1
"3094",2,1,2
"3095",26,1,4
"3096",1,1,1
"3097",1,3,1
"3098",8,1,1
"3099",1,2,1
"3100",35,1,1
"3101",4,1,1
"3102",1,1,1
"3103",9,1,1
"3104",2,1,1
"3105",11,1,2
"3106",2,3,1
"3107",34,1,2
"3108",25,1,4
"3109",32,1,1
"3110",5,1,1
"3111",2,1,1
"3112",31,1,1
"3113",18,1,2
"3114",1,1,1
"3115",9,2,1
"3116",9,1,1
"3117",44,1,1
"3118",27,1,1
"3119",4,1,1
"3120",1,1,1
"3121",1,1,1
"3122",3,1,1
"3123",11,1,1
"3124",13,1,1
"3125",1,1,1
"3126",4,1,1
"3127",13,1,2
"3128",2,1,1
"3129",4,2,1
"3130",20,1,1
"3131",30,1,1
"3132",3,1,1
"3133",1,1,1
"3134",27,1,1
"3135",1,1,1
"3136",2,1,3
"3137",1,1,1
"3138",3,3,1
"3139",7,1,3
"3140",53,6,1
"3141",1,1,2
"3142",7,1,1
"3143",1,1,13
"3144",20,1,2
"3145",2,1,1
"3146",10,1,1
"3147",2,2,1
"3148",14,1,1
"3149",46,1,2
"3150",6,1,1
"3151",11,1,1
"3152",5,1,2
"3153",11,1,1
"3154",3,1,2
"3155",20,1,1
"3156",35,1,1
"3157",2,1,1
"3158",23,2,1
"3159",1,1,1
"3160",1,1,4
"3161",69,1,2
"3162",11,1,1
"3163",3,1,1
"3164",7,1,1
"3165",4,1,2
"3166",3,1,1
"3167",41,1,1
"3168",21,1,1
"3169",1,1,1
"3170",29,1,1
"3171",8,1,1
"3172",71,1,1
"3173",1,1,2
"3174",1,1,1
"3175",5,1,1
"3176",34,1,1
"3177",9,1,1
"3178",3,1,2
"3179",1,1,1
"3180",8,1,1
"3181",20,1,1
"3182",1,2,1
"3183",22,1,1
"3184",10,1,2
"3185",15,1,4
"3186",1,1,1
"3187",14,1,3
"3188",2,1,1
"3189",20,1,2
"3190",1,1,1
"3191",11,1,1
"3192",5,2,1
"3193",4,1,1
"3194",4,1,1
"3195",5,1,2
"3196",29,1,4
"3197",5,1,1
"3198",28,1,1
"3199",8,1,1
"3200",2,1,1
"3201",49,1,1
"3202",47,1,1
"3203",1,5,3
"3204",10,1,1
"3205",1,1,4
"3206",17,1,1
"3207",5,1,1
"3208",1,1,1
"3209",20,1,1
"3210",5,1,1
"3211",17,1,4
"3212",5,1,1
"3213",4,1,1
"3214",2,1,1
"3215",43,1,2
"3216",1,1,5
"3217",12,1,3
"3218",13,1,1
"3219",2,2,1
"3220",12,1,1
"3221",8,1,2
"3222",25,1,2
"3223",33,2,3
"3224",1,1,2
"3225",1,1,1
"3226",1,1,1
"3227",45,2,1
"3228",11,1,1
"3229",4,1,1
"3230",12,1,2
"3231",7,1,1
"3232",42,1,2
"3233",6,1,1
"3234",1,1,2
"3235",3,1,1
"3236",5,1,2
"3237",51,1,1
"3238",21,1,1
"3239",7,1,1
"3240",1,1,1
"3241",17,1,3
"3242",2,1,1
"3243",4,1,3
"3244",3,1,1
"3245",1,1,1
"3246",1,5,2
"3247",2,1,1
"3248",2,1,1
"3249",1,1,1
"3250",3,5,1
"3251",3,1,1
"3252",46,1,3
"3253",5,1,1
"3254",4,1,1
"3255",1,1,1
"3256",12,1,1
"3257",8,1,1
"3258",4,1,1
"3259",9,1,1
"3260",9,1,1
"3261",6,1,1
"3262",4,1,1
"3263",31,1,1
"3264",4,1,1
"3265",9,1,1
"3266",2,1,1
"3267",5,4,1
"3268",42,9,1
"3269",1,1,1
"3270",1,1,1
"3271",1,1,7
"3272",21,1,4
"3273",2,1,2
"3274",1,1,1
"3275",29,1,1
"3276",1,1,1
"3277",1,1,1
"3278",1,1,1
"3279",1,1,2
"3280",9,1,1
"3281",26,1,1
"3282",9,1,2
"3283",5,1,1
"3284",1,1,4
"3285",28,1,1
"3286",24,1,2
"3287",5,1,1
"3288",13,1,1
"3289",52,1,1
"3290",12,1,1
"3291",2,12,3
"3292",1,1,1
"3293",14,3,1
"3294",2,1,3
"3295",13,1,1
"3296",6,1,2
"3297",6,1,2
"3298",8,1,1
"3299",1,1,2
"3300",15,1,1
"3301",1,1,1
"3302",3,1,1
"3303",5,2,1
"3304",6,1,1
"3305",1,1,1
"3306",1,1,1
"3307",14,1,2
"3308",1,1,1
"3309",27,1,1
"3310",5,1,1
"3311",48,1,2
"3312",1,1,1
"3313",4,1,1
"3314",3,2,3
"3315",12,1,1
"3316",4,1,1
"3317",5,1,1
"3318",13,1,1
"3319",21,1,2
"3320",34,1,3
"3321",1,1,1
"3322",16,1,0
"3323",6,1,1
"3324",4,1,1
"3325",14,1,3
"3326",11,1,1
"3327",45,1,1
"3328",43,1,2
"3329",4,1,4
"3330",4,1,1
"3331",6,4,1
"3332",1,1,1
"3333",11,1,1
"3334",2,1,2
"3335",3,1,1
"3336",3,2,1
"3337",46,1,1
"3338",2,3,1
"3339",1,2,1
"3340",7,1,1
"3341",37,1,1
"3342",10,1,1
"3343",1,1,1
"3344",42,1,1
"3345",71,1,1
"3346",40,1,1
"3347",1,1,2
"3348",3,1,1
"3349",3,1,1
"3350",43,1,1
"3351",7,1,1
"3352",2,1,1
"3353",9,1,2
"3354",1,1,2
"3355",1,1,1
"3356",1,1,2
"3357",9,1,1
"3358",1,1,2
"3359",1,1,2
"3360",1,1,1
"3361",2,1,1
"3362",3,1,4
"3363",2,1,1
"3364",13,1,1
"3365",107,1,2
"3366",3,1,1
"3367",17,1,1
"3368",18,1,3
"3369",1,1,1
"3370",24,1,1
"3371",36,1,1
"3372",4,1,2
"3373",4,1,1
"3374",13,1,1
"3375",5,1,3
"3376",1,1,1
"3377",3,1,1
"3378",6,1,1
"3379",42,1,2
"3380",1,1,1
"3381",11,2,1
"3382",3,1,1
"3383",8,1,1
"3384",5,1,1
"3385",2,1,1
"3386",3,1,2
"3387",28,1,1
"3388",1,1,4
"3389",6,2,1
"3390",24,1,1
"3391",16,9,2
"3392",21,1,1
"3393",1,1,1
"3394",1,1,1
"3395",15,1,2
"3396",3,1,1
"3397",3,1,1
"3398",8,1,1
"3399",29,11,1
"3400",3,1,1
"3401",2,1,1
"3402",7,1,1
"3403",9,1,2
"3404",4,1,1
"3405",3,1,1
"3406",10,1,1
"3407",15,1,1
"3408",39,1,1
"3409",1,1,1
"3410",1,1,1
"3411",7,1,1
"3412",2,1,1
"3413",5,1,1
"3414",18,1,1
"3415",3,1,2
"3416",11,1,1
"3417",18,1,2
"3418",31,1,1
"3419",5,9,1
"3420",10,1,2
"3421",1,1,2
"3422",36,1,1
"3423",7,1,1
"3424",2,1,2
"3425",1,1,1
"3426",4,1,2
"3427",3,1,1
"3428",2,1,1
"3429",13,1,1
"3430",1,1,1
"3431",31,1,1
"3432",35,2,1
"3433",1,1,1
"3434",10,1,1
"3435",4,1,1
"3436",4,1,1
"3437",22,3,2
"3438",3,1,2
"3439",2,1,1
"3440",12,1,1
"3441",1,1,1
"3442",21,1,1
"3443",9,1,2
"3444",5,2,3
"3445",6,1,1
"3446",35,13,3
"3447",4,2,1
"3448",6,1,1
"3449",2,1,2
"3450",18,1,1
"3451",11,1,4
"3452",9,1,1
"3453",1,1,2
"3454",2,2,2
"3455",4,1,1
"3456",11,1,1
"3457",39,1,1
"3458",3,2,1
"3459",70,1,1
"3460",8,1,3
"3461",44,1,1
"3462",25,1,1
"3463",62,1,1
"3464",2,1,1
"3465",11,1,2
"3466",17,1,1
"3467",11,1,1
"3468",1,2,1
"3469",7,2,1
"3470",1,1,1
"3471",1,1,1
"3472",8,1,1
"3473",19,1,1
"3474",2,1,1
"3475",24,1,1
"3476",3,1,1
"3477",27,1,1
"3478",5,1,1
"3479",10,1,4
"3480",15,1,1
"3481",1,1,5
"3482",37,7,1
"3483",5,9,1
"3484",5,1,1
"3485",18,1,1
"3486",23,1,1
"3487",8,1,1
"3488",14,1,1
"3489",21,1,1
"3490",1,1,1
"3491",43,1,1
"3492",1,1,1
"3493",12,1,1
"3494",4,1,1
"3495",1,1,2
"3496",1,1,1
"3497",26,2,4
"3498",10,2,1
"3499",5,1,1
"3500",11,1,1
"3501",6,4,1
"3502",12,1,1
"3503",7,1,1
"3504",42,1,1
"3505",6,1,1
"3506",7,1,1
"3507",4,2,1
"3508",9,2,1
"3509",7,1,3
"3510",7,1,1
"3511",25,1,1
"3512",2,1,1
"3513",16,1,2
"3514",5,3,1
"3515",6,1,1
"3516",4,1,1
"3517",4,1,1
"3518",4,1,1
"3519",1,1,2
"3520",1,2,1
"3521",21,2,1
"3522",3,1,1
"3523",92,2,1
"3524",2,1,1
"3525",4,1,1
"3526",1,1,1
"3527",4,1,1
"3528",34,1,2
"3529",22,1,2
"3530",5,1,1
"3531",3,1,1
"3532",1,2,2
"3533",7,1,1
"3534",1,1,1
"3535",24,1,2
"3536",2,1,1
"3537",43,1,2
"3538",26,1,1
"3539",20,1,2
"3540",5,1,1
"3541",20,1,1
"3542",70,1,1
"3543",1,1,1
"3544",5,1,1
"3545",4,1,1
"3546",12,1,1
"3547",1,1,1
"3548",5,1,1
"3549",5,1,1
"3550",4,1,2
"3551",3,1,1
"3552",29,1,2
"3553",4,1,1
"3554",7,1,3
"3555",4,1,3
"3556",29,1,3
"3557",8,1,1
"3558",46,1,1
"3559",21,1,1
"3560",7,1,1
"3561",1,1,1
"3562",10,1,1
"3563",7,1,1
"3564",4,1,1
"3565",30,1,1
"3566",7,1,1
"3567",9,1,1
"3568",8,1,1
"3569",9,1,2
"3570",11,1,2
"3571",1,1,1
"3572",44,1,2
"3573",6,1,1
"3574",1,1,1
"3575",5,1,1
"3576",2,1,1
"3577",7,1,1
"3578",34,1,1
"3579",16,1,1
"3580",2,1,1
"3581",36,1,1
"3582",6,1,2
"3583",12,4,1
"3584",5,1,1
"3585",25,1,1
"3586",33,1,2
"3587",2,1,1
"3588",1,2,1
"3589",17,1,1
"3590",3,1,1
"3591",4,1,1
"3592",1,1,1
"3593",9,1,1
"3594",1,2,1
"3595",3,1,1
"3596",1,1,1
"3597",3,1,1
"3598",2,1,1
"3599",1,1,1
"3600",42,1,1
"3601",30,1,1
"3602",1,1,1
"3603",1,1,2
"3604",5,1,1
"3605",2,1,1
"3606",42,1,1
"3607",23,1,1
"3608",3,1,1
"3609",16,1,1
"3610",9,1,1
"3611",9,1,1
"3612",4,1,1
"3613",18,1,1
"3614",1,1,2
"3615",21,1,2
"3616",1,2,1
"3617",5,1,1
"3618",19,1,1
"3619",31,1,1
"3620",1,1,1
"3621",3,1,1
"3622",2,1,1
"3623",48,2,1
"3624",14,1,1
"3625",1,1,1
"3626",17,1,1
"3627",10,1,2
"3628",1,1,1
"3629",5,1,1
"3630",2,1,1
"3631",6,1,1
"3632",8,1,1
"3633",23,1,1
"3634",2,1,1
"3635",10,1,2
"3636",1,1,1
"3637",32,1,1
"3638",1,1,1
"3639",8,1,1
"3640",4,1,1
"3641",1,1,2
"3642",3,1,1
"3643",12,1,1
"3644",1,1,2
"3645",42,1,1
"3646",1,1,1
"3647",5,2,1
"3648",47,1,2
"3649",43,1,1
"3650",4,1,1
"3651",1,4,4
"3652",1,1,1
"3653",42,1,1
"3654",3,1,1
"3655",8,1,1
"3656",21,1,1
"3657",2,1,1
"3658",1,1,1
"3659",1,1,1
"3660",2,1,1
"3661",45,1,1
"3662",4,1,3
"3663",1,1,1
"3664",9,1,1
"3665",16,1,1
"3666",8,1,1
"3667",11,1,1
"3668",7,1,1
"3669",12,6,2
"3670",1,1,3
"3671",1,1,1
"3672",1,1,1
"3673",9,1,1
"3674",5,1,1
"3675",2,1,2
"3676",13,1,3
"3677",3,1,1
"3678",1,1,1
"3679",8,1,1
"3680",42,1,7
"3681",1,1,1
"3682",2,1,1
"3683",6,1,3
"3684",5,1,1
"3685",1,1,2
"3686",1,1,1
"3687",1,1,1
"3688",2,2,1
"3689",4,1,1
"3690",18,1,1
"3691",10,1,1
"3692",11,1,1
"3693",25,1,1
"3694",1,1,0
"3695",5,1,1
"3696",42,1,1
"3697",1,1,1
"3698",16,1,1
"3699",52,1,1
"3700",17,1,1
"3701",1,1,1
"3702",31,1,2
"3703",4,1,1
"3704",9,1,1
"3705",3,1,1
"3706",3,1,1
"3707",8,11,2
"3708",35,1,2
"3709",6,1,2
"3710",8,1,1
"3711",14,1,1
"3712",24,1,1
"3713",7,1,1
"3714",3,1,1
"3715",9,1,1
"3716",19,1,1
"3717",9,1,2
"3718",2,1,1
"3719",12,1,2
"3720",1,1,1
"3721",9,1,1
"3722",1,1,2
"3723",14,1,1
"3724",44,1,2
"3725",5,1,1
"3726",1,1,1
"3727",8,1,1
"3728",6,1,2
"3729",9,1,1
"3730",4,1,1
"3731",4,1,1
"3732",12,1,1
"3733",30,6,1
"3734",17,1,3
"3735",1,1,1
"3736",14,1,0
"3737",37,1,2
"3738",24,1,1
"3739",3,1,1
"3740",52,1,1
"3741",7,1,1
"3742",8,1,1
"3743",2,1,1
"3744",1,1,1
"3745",20,1,1
"3746",10,1,1
"3747",12,1,2
"3748",11,1,1
"3749",20,1,1
"3750",25,1,1
"3751",4,1,1
"3752",17,1,1
"3753",20,1,1
"3754",1,1,1
"3755",9,1,1
"3756",34,1,1
"3757",48,1,1
"3758",4,1,1
"3759",14,1,1
"3760",13,1,1
"3761",3,1,1
"3762",22,1,0
"3763",20,1,2
"3764",5,1,2
"3765",8,1,1
"3766",8,3,1
"3767",6,2,1
"3768",5,1,1
"3769",18,1,1
"3770",6,1,3
"3771",6,1,1
"3772",36,1,1
"3773",9,1,1
"3774",38,2,1
"3775",6,1,1
"3776",1,1,1
"3777",6,1,1
"3778",1,1,1
"3779",2,1,1
"3780",6,1,4
"3781",12,1,1
"3782",3,1,2
"3783",17,1,2
"3784",2,1,1
"3785",4,1,1
"3786",31,1,2
"3787",1,1,1
"3788",48,1,1
"3789",28,1,8
"3790",18,1,1
"3791",31,1,1
"3792",37,2,3
"3793",1,1,1
"3794",13,1,4
"3795",1,1,1
"3796",7,1,5
"3797",16,1,2
"3798",11,1,1
"3799",6,1,1
"3800",11,1,2
"3801",5,1,1
"3802",41,12,1
"3803",11,1,1
"3804",1,1,1
"3805",4,1,1
"3806",1,1,1
"3807",29,1,1
"3808",41,1,3
"3809",6,1,1
"3810",24,1,1
"3811",1,1,1
"3812",1,2,3
"3813",2,1,1
"3814",18,1,1
"3815",11,2,2
"3816",11,1,2
"3817",4,1,1
"3818",3,1,1
"3819",14,1,1
"3820",29,5,1
"3821",1,10,1
"3822",2,3,1
"3823",1,2,1
"3824",1,1,2
"3825",4,2,1
"3826",15,1,3
"3827",8,1,3
"3828",27,1,1
"3829",2,1,1
"3830",16,1,1
"3831",98,2,1
"3832",23,1,1
"3833",37,1,2
"3834",8,1,1
"3835",64,1,1
"3836",7,1,2
"3837",1,1,1
"3838",3,1,1
"3839",4,1,2
"3840",1,1,1
"3841",1,1,1
"3842",5,1,2
"3843",3,1,2
"3844",3,1,1
"3845",31,1,1
"3846",42,1,1
"3847",14,1,1
"3848",2,1,4
"3849",1,1,1
"3850",4,1,1
"3851",46,1,0
"3852",14,1,1
"3853",6,1,2
"3854",2,1,1
"3855",1,1,1
"3856",1,1,1
"3857",11,1,1
"3858",1,1,1
"3859",4,1,2
"3860",17,1,1
"3861",6,1,1
"3862",14,1,2
"3863",13,1,1
"3864",14,1,1
"3865",20,1,1
"3866",5,1,1
"3867",130,1,2
"3868",1,1,1
"3869",1,1,1
"3870",2,2,1
"3871",1,1,1
"3872",49,1,0
"3873",11,1,1
"3874",2,1,1
"3875",19,1,3
"3876",36,1,1
"3877",12,1,1
"3878",12,1,1
"3879",13,1,1
"3880",31,1,1
"3881",5,1,1
"3882",3,1,3
"3883",23,1,1
"3884",1,1,2
"3885",5,1,1
"3886",1,1,2
"3887",13,1,3
"3888",3,1,1
"3889",4,1,1
"3890",25,1,1
"3891",6,1,1
"3892",2,5,2
"3893",2,1,0
"3894",18,1,1
"3895",12,1,2
"3896",2,1,2
"3897",15,1,3
"3898",12,1,1
"3899",6,1,1
"3900",1,1,1
"3901",10,1,1
"3902",21,1,1
"3903",9,1,1
"3904",1,1,1
"3905",4,4,1
"3906",1,1,1
"3907",1,1,2
"3908",7,1,3
"3909",10,1,1
"3910",2,1,1
"3911",14,1,1
"3912",4,1,2
"3913",1,1,1
"3914",33,1,1
"3915",5,1,2
"3916",1,1,1
"3917",1,1,1
"3918",1,1,1
"3919",4,1,2
"3920",32,1,1
"3921",21,1,2
"3922",62,1,8
"3923",1,1,1
"3924",22,1,3
"3925",33,1,1
"3926",42,1,1
"3927",17,1,3
"3928",2,1,1
"3929",6,1,2
"3930",1,1,1
"3931",1,2,2
"3932",1,1,2
"3933",29,1,1
"3934",5,1,1
"3935",2,1,1
"3936",9,2,1
"3937",6,1,1
"3938",23,1,2
"3939",21,1,1
"3940",1,1,1
"3941",4,1,2
"3942",5,1,1
"3943",5,1,1
"3944",2,1,1
"3945",11,1,3
"3946",19,1,1
"3947",34,1,1
"3948",11,1,1
"3949",43,1,1
"3950",17,1,2
"3951",44,1,1
"3952",8,1,1
"3953",1,1,2
"3954",6,1,5
"3955",33,1,1
"3956",39,1,1
"3957",15,1,1
"3958",4,1,1
"3959",1,1,1
"3960",10,1,2
"3961",23,1,1
"3962",3,1,2
"3963",7,1,4
"3964",15,1,2
"3965",25,1,1
"3966",42,1,1
"3967",1,1,2
"3968",2,1,1
"3969",14,1,2
"3970",8,1,6
"3971",32,1,1
"3972",39,1,1
"3973",24,1,1
"3974",19,1,1
"3975",2,1,1
"3976",7,2,2
"3977",9,1,1
"3978",9,1,1
"3979",21,1,2
"3980",2,1,1
"3981",8,1,1
"3982",15,1,1
"3983",11,2,1
"3984",14,1,2
"3985",25,12,1
"3986",18,1,2
"3987",2,1,1
"3988",11,1,1
"3989",9,1,1
"3990",5,1,1
"3991",18,1,1
"3992",1,1,1
"3993",41,1,1
"3994",16,1,2
"3995",5,1,1
"3996",1,1,2
"3997",3,1,1
"3998",51,1,1
"3999",8,1,1
"4000",15,1,1
"4001",17,2,1
"4002",15,1,1
"4003",5,1,1
"4004",12,1,1
"4005",1,2,1
"4006",1,1,1
"4007",1,1,1
"4008",12,1,1
"4009",7,1,2
"4010",1,2,1
"4011",10,1,1
"4012",1,1,1
"4013",8,1,2
"4014",1,1,1
"4015",17,1,1
"4016",3,1,1
"4017",18,1,1
"4018",7,1,1
"4019",4,4,1
"4020",1,2,1
"4021",5,1,2
"4022",1,1,1
"4023",11,1,1
"4024",28,1,2
"4025",21,1,1
"4026",2,1,2
"4027",3,1,1
"4028",8,1,1
"4029",15,1,1
"4030",1,1,1
"4031",4,1,2
"4032",1,1,1
"4033",39,1,2
"4034",21,1,2
"4035",18,1,1
"4036",2,1,1
"4037",8,1,2
"4038",47,2,1
"4039",6,1,1
"4040",44,1,0
"4041",3,1,1
"4042",3,1,1
"4043",9,1,8
"4044",3,1,1
"4045",1,1,2
"4046",4,2,6
"4047",7,1,3
"4048",7,1,1
"4049",36,1,1
"4050",7,1,1
"4051",41,1,1
"4052",20,1,5
"4053",32,1,1
"4054",3,1,1
"4055",24,1,1
"4056",10,1,1
"4057",2,3,1
"4058",9,1,2
"4059",10,1,1
"4060",1,1,1
"4061",5,1,1
"4062",1,1,1
"4063",1,1,1
"4064",9,2,1
"4065",1,1,1
"4066",17,1,4
"4067",14,1,1
"4068",18,1,1
"4069",2,1,2
"4070",38,2,3
"4071",1,1,1
"4072",7,1,0
"4073",1,3,1
"4074",43,1,1
"4075",30,1,2
"4076",1,1,2
"4077",1,1,1
"4078",12,1,3
"4079",1,1,1
"4080",6,2,1
"4081",4,1,1
"4082",15,1,1
"4083",19,1,2
"4084",9,1,1
"4085",12,1,4
"4086",3,1,3
"4087",1,1,1
"4088",21,1,1
"4089",43,1,1
"4090",41,1,1
"4091",38,1,2
"4092",1,1,1
"4093",20,1,2
"4094",30,1,2
"4095",4,1,1
"4096",18,1,1
"4097",1,1,1
"4098",1,1,1
"4099",14,1,1
"4100",1,1,1
"4101",1,1,1
"4102",3,1,3
"4103",1,1,1
"4104",7,1,1
"4105",1,1,2
"4106",7,1,3
"4107",38,1,1
"4108",1,1,2
"4109",2,1,1
"4110",5,1,1
"4111",4,1,2
"4112",6,1,1
"4113",36,1,1
"4114",4,1,1
"4115",29,1,1
"4116",33,1,1
"4117",4,1,2
"4118",9,1,2
"4119",42,1,1
"4120",1,1,1
"4121",4,1,1
"4122",6,1,3
"4123",1,1,1
"4124",1,1,1
"4125",3,1,1
"4126",7,3,1
"4127",7,1,1
"4128",11,1,3
"4129",1,1,1
"4130",1,1,4
"4131",3,1,1
"4132",1,1,2
"4133",11,5,2
"4134",2,1,1
"4135",13,1,1
"4136",1,1,2
"4137",9,1,2
"4138",6,1,1
"4139",35,1,1
"4140",1,1,1
"4141",35,1,1
"4142",31,1,1
"4143",1,1,2
"4144",1,1,1
"4145",3,1,5
"4146",13,1,1
"4147",2,1,1
"4148",2,1,1
"4149",8,1,3
"4150",1,1,3
"4151",26,1,1
"4152",3,1,1
"4153",3,1,1
"4154",4,2,1
"4155",2,1,1
"4156",11,1,2
"4157",11,6,3
"4158",7,1,2
"4159",25,2,1
"4160",1,1,1
"4161",16,1,3
"4162",13,1,1
"4163",15,1,3
"4164",29,1,1
"4165",26,1,3
"4166",27,1,1
"4167",1,1,1
"4168",1,1,2
"4169",1,1,1
"4170",10,1,2
"4171",50,1,2
"4172",2,1,1
"4173",28,1,1
"4174",2,1,1
"4175",6,1,1
"4176",10,1,1
"4177",36,1,1
"4178",24,1,2
"4179",1,1,1
"4180",1,1,1
"4181",4,1,2
"4182",5,2,1
"4183",4,1,1
"4184",28,1,1
"4185",2,1,1
"4186",13,1,2
"4187",2,1,2
"4188",10,1,1
"4189",38,1,1
"4190",33,1,1
"4191",3,4,1
"4192",44,1,1
"4193",6,1,2
"4194",18,2,1
"4195",20,1,1
"4196",41,1,1
"4197",30,1,1
"4198",52,1,1
"4199",2,1,1
"4200",3,1,1
"4201",16,1,2
"4202",7,1,1
"4203",2,1,3
"4204",2,1,2
"4205",7,1,1
"4206",10,1,1
"4207",32,2,2
"4208",8,1,1
"4209",12,2,2
"4210",1,1,1
"4211",26,1,2
"4212",77,1,1
"4213",1,1,1
"4214",13,1,1
"4215",16,1,1
"4216",9,1,1
"4217",12,2,1
"4218",18,3,1
"4219",69,2,1
"4220",20,1,4
"4221",11,1,2
"4222",11,1,2
"4223",1,1,1
"4224",2,1,1
"4225",20,1,1
"4226",28,1,1
"4227",11,1,1
"4228",17,1,1
"4229",6,1,1
"4230",29,2,1
"4231",44,1,1
"4232",37,1,1
"4233",2,1,1
"4234",10,1,1
"4235",3,2,1
"4236",31,1,1
"4237",5,1,1
"4238",25,1,3
"4239",1,1,1
"4240",5,1,2
"4241",3,1,3
"4242",3,1,2
"4243",13,1,1
"4244",22,1,1
"4245",44,1,1
"4246",1,1,1
"4247",38,1,1
"4248",10,2,1
"4249",2,1,1
"4250",1,1,1
"4251",2,1,1
"4252",1,1,1
"4253",3,1,1
"4254",12,1,1
"4255",1,1,1
"4256",22,1,1
"4257",28,1,2
"4258",3,1,1
"4259",1,1,1
"4260",1,1,3
"4261",17,1,2
"4262",9,2,4
"4263",1,4,2
"4264",14,1,1
"4265",4,1,1
"4266",1,1,1
"4267",1,3,1
"4268",4,1,1
"4269",4,1,2
"4270",1,1,1
"4271",11,1,3
"4272",16,1,1
"4273",39,1,1
"4274",17,1,1
"4275",12,1,4
"4276",3,1,1
"4277",9,1,1
"4278",21,1,1
"4279",1,1,1
"4280",2,1,3
"4281",1,1,1
"4282",24,1,1
"4283",20,1,1
"4284",41,5,1
"4285",68,1,2
"4286",1,1,1
"4287",1,1,1
"4288",14,1,2
"4289",51,1,1
"4290",1,1,1
"4291",1,1,2
"4292",8,1,2
"4293",35,1,1
